timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-03-17T11:28:48,codecarbon,e46df852-f998-496d-9671-7dfcca3c5269,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,192.21144810001715,0.0017357223302754,9.030275498326509e-06,42.5,44.57546188831555,11.69703769683838,0.0022687100347925,0.002283060993114,0.0006243290104892,0.0051761000383958,Bulgaria,BGR,sofia-capital,,,Windows-11-10.0.22631-SP0,3.12.7,2.8.3,16,AMD Ryzen 7 6800H with Radeon Graphics,1,1 x NVIDIA GeForce RTX 3060 Laptop GPU,23.3223,42.6826,31.192100524902344,machine,N,1.0
2025-03-17T11:39:55,codecarbon,ba6c06ef-a7e9-42a0-85d9-ab437a81cbac,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,396.3116510999971,0.0036089441896551,9.106328768377648e-06,42.5,48.37779148509213,11.69703769683838,0.0046776252108324,0.0047973799490119,0.0012872324589331,0.0107622376187775,Bulgaria,BGR,sofia-capital,,,Windows-11-10.0.22631-SP0,3.12.7,2.8.3,16,AMD Ryzen 7 6800H with Radeon Graphics,1,1 x NVIDIA GeForce RTX 3060 Laptop GPU,23.3223,42.6826,31.192100524902344,machine,N,1.0
2025-03-17T16:17:58,codecarbon,c7e2e742-75ee-418d-a7b2-7eb43c6da4da,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,201.13633150001988,0.0018677253489227,9.285867625175987e-06,42.5,61.10380131614273,11.69703769683838,0.0023738777085421,0.002542601478524,0.0006532672416368,0.005569746428703,Bulgaria,BGR,sofia-capital,,,Windows-11-10.0.22631-SP0,3.12.7,2.8.3,16,AMD Ryzen 7 6800H with Radeon Graphics,1,1 x NVIDIA GeForce RTX 3060 Laptop GPU,23.3223,42.6826,31.192100524902344,machine,N,1.0
2025-03-17T16:23:55,codecarbon,ac348378-7d0a-4114-84ea-b2d5917dbf58,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,343.4305446000071,0.0031657929421474,9.21814611986425e-06,42.5,46.10368422311508,11.69703769683838,0.0040535695746538,0.004271644806202,0.0011155012702484,0.0094407156511043,Bulgaria,BGR,sofia-capital,,,Windows-11-10.0.22631-SP0,3.12.7,2.8.3,16,AMD Ryzen 7 6800H with Radeon Graphics,1,1 x NVIDIA GeForce RTX 3060 Laptop GPU,23.3223,42.6826,31.192100524902344,machine,N,1.0
2025-03-17T16:30:24,codecarbon,9e94588d-8a29-415c-894d-dc3c81799205,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,357.9530892999901,0.0033617738742516,9.39166045703324e-06,42.5,49.94318022707563,11.69703769683838,0.0042248133772936,0.0046377142657241,0.001162623025425,0.0100251506684428,Bulgaria,BGR,sofia-capital,,,Windows-11-10.0.22631-SP0,3.12.7,2.8.3,16,AMD Ryzen 7 6800H with Radeon Graphics,1,1 x NVIDIA GeForce RTX 3060 Laptop GPU,23.3223,42.6826,31.192100524902344,machine,N,1.0
2025-03-17T16:41:32,codecarbon,f5d390df-87bb-49c3-aabf-4e4b80fdb59c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,318.5667402000108,0.0030111142905265,9.452067370988042e-06,42.5,57.36289707246162,11.69703769683838,0.0037600625488191,0.0041846575143899,0.001034728160134,0.0089794482233431,Bulgaria,BGR,sofia-capital,,,Windows-11-10.0.22631-SP0,3.12.7,2.8.3,16,AMD Ryzen 7 6800H with Radeon Graphics,1,1 x NVIDIA GeForce RTX 3060 Laptop GPU,23.3223,42.6826,31.192100524902344,machine,N,1.0
2025-03-17T16:52:20,codecarbon,8cd7b51c-77c2-4b30-b889-2853a9afac7e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,357.9124324000149,0.0034093207807158,9.525572380524175e-06,42.5,51.202483743158766,11.69703769683838,0.0042244819823592,0.004779920212822,0.0011625381708889,0.0101669403660702,Bulgaria,BGR,sofia-capital,,,Windows-11-10.0.22631-SP0,3.12.7,2.8.3,16,AMD Ryzen 7 6800H with Radeon Graphics,1,1 x NVIDIA GeForce RTX 3060 Laptop GPU,23.3223,42.6826,31.192100524902344,machine,N,1.0
2025-03-17T16:59:23,codecarbon,77591f7e-c2ed-4f0a-940d-1c54e0c79cc4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,404.2716032000026,0.0038609988120018,9.550507088403364e-06,42.5,49.14014176255468,11.69703769683838,0.004771678698958,0.0054290885099338,0.0013131228589265,0.0115138900678184,Bulgaria,BGR,sofia-capital,,,Windows-11-10.0.22631-SP0,3.12.7,2.8.3,16,AMD Ryzen 7 6800H with Radeon Graphics,1,1 x NVIDIA GeForce RTX 3060 Laptop GPU,23.3223,42.6826,31.192100524902344,machine,N,1.0
2025-03-17T17:05:34,codecarbon,dc8087fa-9d50-472b-b3f1-205894c5c4fd,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,204.0867869000067,0.0019450768690067,9.530635954202069e-06,42.5,48.700821261456944,11.69703769683838,0.0024088814393052,0.0027286366273518,0.0006628984404873,0.0058004165071444,Bulgaria,BGR,sofia-capital,,,Windows-11-10.0.22631-SP0,3.12.7,2.8.3,16,AMD Ryzen 7 6800H with Radeon Graphics,1,1 x NVIDIA GeForce RTX 3060 Laptop GPU,23.3223,42.6826,31.192100524902344,machine,N,1.0
2025-03-17T17:13:08,codecarbon,5369fbe8-67c6-4bb0-beb2-5a69c2b3c1fd,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,362.0984863000049,0.0034304935351262,9.47392398731001e-06,42.5,60.66442357097307,11.69703769683838,0.0042739107042362,0.0047800368795819,0.0011761320833979,0.0102300796672161,Bulgaria,BGR,sofia-capital,,,Windows-11-10.0.22631-SP0,3.12.7,2.8.3,16,AMD Ryzen 7 6800H with Radeon Graphics,1,1 x NVIDIA GeForce RTX 3060 Laptop GPU,23.3223,42.6826,31.192100524902344,machine,N,1.0
2025-03-17T17:16:12,codecarbon,7c61ca85-3c48-4a0e-a6d4-bb9786d6e8bf,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,84.87604360000114,0.001026735298454014,1.2096879813257463e-05,42.5,79.20505010170466,11.697037696838379,0.0010017326511805652,0.0017844364275479974,0.0002756597201824158,0.0030618287989109786,Bulgaria,BGR,sofia-capital,,,Windows-11-10.0.22631-SP0,3.12.7,2.8.3,16,AMD Ryzen 7 6800H with Radeon Graphics,1,1 x NVIDIA GeForce RTX 3060 Laptop GPU,23.3223,42.6826,31.192100524902344,machine,N,1.0
